entity_id,entity_namespace,source_entity_id,entity_name_original,entity_name_standard,entity_name_status,entity_type_source,entity_type_standardized,entity_type_status,source_pevc_status,standardized_pevc_status,pevc_basis,canonical_entity_id,alias_group_id,manual_review_required,review_status
PTY-301581-00003,PTY,PTY-301581-00003,,,NOT_RECOVERED_FROM_PROJECT_ARTIFACT,,,NOT_RECOVERED,,,,,,False,ACCEPTED_LIMITATION
PTY-301581-00004,PTY,PTY-301581-00004,,,NOT_RECOVERED_FROM_PROJECT_ARTIFACT,,,NOT_RECOVERED,,,,,,False,ACCEPTED_LIMITATION
PTY-301581-00005,PTY,PTY-301581-00005,,,NOT_RECOVERED_FROM_PROJECT_ARTIFACT,,,NOT_RECOVERED,,,,,,False,ACCEPTED_LIMITATION
PTY-603418-00001,PTY,PTY-603418-00001,,,NOT_RECOVERED_FROM_PROJECT_ARTIFACT,,,NOT_RECOVERED,,,,,,False,ACCEPTED_LIMITATION
PTY-603418-00002,PTY,PTY-603418-00002,,,NOT_RECOVERED_FROM_PROJECT_ARTIFACT,,,NOT_RECOVERED,,,,,,False,ACCEPTED_LIMITATION
PTY-688758-00001,PTY,PTY-688758-00001,,,NOT_RECOVERED_FROM_PROJECT_ARTIFACT,,,NOT_RECOVERED,,,,,,False,ACCEPTED_LIMITATION
PTY-688758-00002,PTY,PTY-688758-00002,,,NOT_RECOVERED_FROM_PROJECT_ARTIFACT,,,NOT_RECOVERED,,,,,,False,ACCEPTED_LIMITATION
PTY-920116-00001,PTY,PTY-920116-00001,,,NOT_RECOVERED_FROM_PROJECT_ARTIFACT,,,NOT_RECOVERED,,,,,,False,ACCEPTED_LIMITATION
PTY-920116-00002,PTY,PTY-920116-00002,,,NOT_RECOVERED_FROM_PROJECT_ARTIFACT,,,NOT_RECOVERED,,,,,,False,ACCEPTED_LIMITATION
PTY-920116-00003,PTY,PTY-920116-00003,,,NOT_RECOVERED_FROM_PROJECT_ARTIFACT,,,NOT_RECOVERED,,,,,,False,ACCEPTED_LIMITATION
INV-603418-0009,INV,INV-603418-0009,金浦临港基金,金浦临港基金,RECOVERED_ACCEPTED_NAME,PRIVATE_EQUITY_OR_VENTURE_ENTITY,FUND,CONFIRMED,PEVC_CANDIDATE,PEVC_CONFIRMED,Week7 RQ-0003 targeted manual review,,,False,FINAL_APPROVED
INV-603418-0010,INV,INV-603418-0010,金浦科创基金,金浦科创基金,RECOVERED_ACCEPTED_NAME,PRIVATE_EQUITY_OR_VENTURE_ENTITY,FUND,CONFIRMED,PEVC_CANDIDATE,PEVC_CONFIRMED,Week7 RQ-0004 targeted manual review,,,False,FINAL_APPROVED
STD-920100-PEVC-001,STANDARD,,稳正景明,稳正景明,RECOVERED_ACCEPTED_NAME,私募基金,FUND,CONFIRMED,,PEVC_CONFIRMED,Week7 RQ-0002 targeted manual review; S04-EV-006 accepted evidence summary,,,False,FINAL_APPROVED
STD-920100-PEVC-002,STANDARD,,长泽创投,长泽创投,RECOVERED_ACCEPTED_NAME,私募基金,FUND,CONFIRMED,,PEVC_CONFIRMED,Week7 RQ-0002 targeted manual review; S04-EV-006 accepted evidence summary,,,False,FINAL_APPROVED
ENT-ISSUER,YH_ENTITY,ENT-ISSUER,发行人/云汉芯城,云汉芯城（上海）互联网科技股份有限公司,RECOVERED_ACCEPTED_NAME,发行人,COMPANY,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,阶段八路径的最终下游主体，不属于PE/VC。,,,False,FINAL_APPROVED
ENT-001,YH_ENTITY,PTY-001,深圳云汉电子,深圳市云汉电子有限公司,RECOVERED_ACCEPTED_NAME,公司,COMPANY,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,发行人前身设立股东，不属于PE/VC。,,,False,FINAL_APPROVED
ENT-002,YH_ENTITY,PTY-002,刘云锋,刘云锋,RECOVERED_ACCEPTED_NAME,自然人,NATURAL_PERSON,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,自然人创始股东。,,,False,FINAL_APPROVED
ENT-003,YH_ENTITY,PTY-003,曾烨,曾烨,RECOVERED_ACCEPTED_NAME,自然人,NATURAL_PERSON,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,自然人创始股东。,,,False,FINAL_APPROVED
ENT-004,YH_ENTITY,PTY-004,为赛咨询,宁波为赛咨询管理中心（有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,历次事件显示其向管理团队成员转让股份；暂按员工持股平台排除，待复核。,,,False,FINAL_APPROVED
ENT-005,YH_ENTITY,PTY-005,力源信息,武汉力源信息技术股份有限公司,RECOVERED_ACCEPTED_NAME,公司,COMPANY,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,主营业务为集成电路及电子元器件相关经营业务，非PE/VC。,,,False,FINAL_APPROVED
ENT-006,YH_ENTITY,PTY-006,东方富海,东方富海（上海）创业投资企业（有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,CONFIRMED,PEVC_CONFIRMED,招股说明书披露其主营业务包括创业投资、投资管理。,,,False,FINAL_APPROVED
ENT-007,YH_ENTITY,PTY-007,芜湖富海,芜湖富海浩研创业投资基金（有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,CONFIRMED,PEVC_CONFIRMED,主体名称为创业投资基金，主营业务包含非上市企业投资及股权投资。,,,False,FINAL_APPROVED
ENT-008,YH_ENTITY,PTY-008,深创投,深圳市创新投资集团有限公司,RECOVERED_ACCEPTED_NAME,公司,COMPANY,CONFIRMED,CANDIDATE,PEVC_CANDIDATE,名称及入股行为具有创投特征，但本工作底稿尚未取得招股书明示主营业务证据。,,,False,FINAL_APPROVED
ENT-009,YH_ENTITY,PTY-009,丰利财富,丰利财富（北京）国际资本管理股份有限公司,RECOVERED_ACCEPTED_NAME,公司,COMPANY,CONFIRMED,RELATED,PEVC_RELATED,原文明示其代表所管理的丰利新三板基金投资发行人，资金来源为基金募集资金。,,,False,FINAL_APPROVED
ENT-010,YH_ENTITY,PTY-010,镇江红土,镇江红土创业投资有限公司,RECOVERED_ACCEPTED_NAME,公司,COMPANY,CONFIRMED,CANDIDATE,PEVC_CANDIDATE,名称含创业投资且参与增资，但需核实招股书对其主体性质的明示表述。,,,False,FINAL_APPROVED
ENT-011,YH_ENTITY,PTY-011,昆山红土,昆山红土高新创业投资有限公司,RECOVERED_ACCEPTED_NAME,公司,COMPANY,CONFIRMED,CANDIDATE,PEVC_CANDIDATE,名称含高新创业投资且参与增资，但需核实招股书对其主体性质的明示表述。,,,False,FINAL_APPROVED
ENT-012,YH_ENTITY,PTY-012,富海深湾,富海深湾（深圳）移动创新私募创业投资基金合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,CONFIRMED,PEVC_CONFIRMED,全称明确为私募创业投资基金，招股书披露其基金结构。,,,False,FINAL_APPROVED
ENT-013,YH_ENTITY,PTY-013,天健创投,厦门富海天健创业投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,CONFIRMED,PEVC_CONFIRMED,原文明示其主营业务为创业投资。,,,False,FINAL_APPROVED
ENT-014,YH_ENTITY,PTY-014,国科瑞华,北京国科瑞华战略性新兴产业投资基金（有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,CONFIRMED,PEVC_CONFIRMED,全称为战略性新兴产业投资基金，招股书单列基金构成。,,,False,FINAL_APPROVED
ENT-015,YH_ENTITY,PTY-015,CASREV FUND,CASREV FUND II-USD L.P.,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,CANDIDATE,PEVC_CANDIDATE,主体名称为FUND II-USD L.P.并参与C轮增资；招股书未在本证据链中直接说明其主营业务。,,,False,FINAL_APPROVED
ENT-016,YH_ENTITY,PTY-016,中科贵银,中科贵银（贵州）产业投资基金（有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,CONFIRMED,PEVC_CONFIRMED,全称为产业投资基金，招股书披露GP及出资构成。,,,False,FINAL_APPROVED
ENT-017,YH_ENTITY,PTY-017,夏东,夏东,RECOVERED_ACCEPTED_NAME,自然人,NATURAL_PERSON,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,自然人，不纳入PE/VC机构主体。,,,False,FINAL_APPROVED
ENT-018,YH_ENTITY,PTY-018,南山富海,深圳南山东方富海中小微创业投资基金合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,CONFIRMED,PEVC_CONFIRMED,全称为中小微创业投资基金，主营业务包括未上市企业股权投资与创业投资。,,,False,FINAL_APPROVED
ENT-019,YH_ENTITY,PTY-019,珠海拓域,珠海拓域壹号股权投资基金（有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,CONFIRMED,PEVC_CONFIRMED,全称明确为股权投资基金。,,,False,FINAL_APPROVED
ENT-020,YH_ENTITY,PTY-020,李文发,李文发,RECOVERED_ACCEPTED_NAME,自然人,NATURAL_PERSON,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,管理团队成员，以股权激励价格增资。,,,False,FINAL_APPROVED
ENT-021,YH_ENTITY,PTY-021,秦国君,秦国君,RECOVERED_ACCEPTED_NAME,自然人,NATURAL_PERSON,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,管理团队成员，以股权激励价格增资。,,,False,FINAL_APPROVED
ENT-022,YH_ENTITY,PTY-022,李剑峰,李剑峰,RECOVERED_ACCEPTED_NAME,自然人,NATURAL_PERSON,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,管理团队成员，以股权激励价格增资。,,,False,FINAL_APPROVED
ENT-023,YH_ENTITY,PTY-023,周雪峰,周雪峰,RECOVERED_ACCEPTED_NAME,自然人,NATURAL_PERSON,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,管理团队成员，以股权激励价格增资。,,,False,FINAL_APPROVED
ENT-024,YH_ENTITY,PTY-024,富海节能,深圳东方富海节能环保创业投资基金合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,CONFIRMED,PEVC_CONFIRMED,全称明确为节能环保创业投资基金。,,,False,FINAL_APPROVED
ENT-025,YH_ENTITY,PTY-025,临港投资,上海临港松江股权投资基金合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,CONFIRMED,PEVC_CONFIRMED,全称明确为股权投资基金。,,,False,FINAL_APPROVED
ENT-026,YH_ENTITY,PTY-026,鸿迪投资,上海鸿迪投资集团有限公司,RECOVERED_ACCEPTED_NAME,公司,COMPANY,CONFIRMED,CANDIDATE,PEVC_CANDIDATE,参与两次老股受让，但招股书本证据链未明示其PE/VC性质。,,,False,FINAL_APPROVED
ENT-027,YH_ENTITY,PTY-027,火炬电子,福建火炬电子科技股份有限公司,RECOVERED_ACCEPTED_NAME,公司,COMPANY,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,以电子科技上市公司身份实施D轮增资；暂按产业资本排除PE/VC，待用户确认。,,,False,FINAL_APPROVED
ENT-028,YH_ENTITY,PTY-028,厦门西堤,厦门西堤拾贰投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,CANDIDATE,PEVC_CANDIDATE,名称为投资合伙企业并通过D+轮增资进入，但未取得明示基金或创投属性证据。,,,False,FINAL_APPROVED
ENT-029,YH_ENTITY,PTY-029,中小企业基金,中小企业发展基金（深圳南山有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,CONFIRMED,PEVC_CONFIRMED,主体名称及主营业务均明确涉及中小企业创业投资和股权投资。,,,False,FINAL_APPROVED
ENT-030,YH_ENTITY,PTY-030,郦韩英,郦韩英,RECOVERED_ACCEPTED_NAME,自然人,NATURAL_PERSON,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,自然人，不纳入PE/VC机构主体。,,,False,FINAL_APPROVED
ENT-031,YH_ENTITY,PTY-031,福建开京,福建开京集团有限责任公司,RECOVERED_ACCEPTED_NAME,公司,COMPANY,CONFIRMED,UNRESOLVED,PEVC_UNRESOLVED,仅确认公司主体及受让进入，招股书未披露足以判断PE/VC属性的材料。,,,False,FINAL_APPROVED
ENT-032,YH_ENTITY,PTY-032,沈笑彦,沈笑彦,RECOVERED_ACCEPTED_NAME,自然人,NATURAL_PERSON,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,自然人，不纳入PE/VC机构主体。,,,False,FINAL_APPROVED
ENT-033,YH_ENTITY,PTY-033,衣嘉平,衣嘉平,RECOVERED_ACCEPTED_NAME,自然人,NATURAL_PERSON,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,自然人，不纳入PE/VC机构主体。,,,False,FINAL_APPROVED
ENT-034,YH_ENTITY,PTY-034,余满芬,余满芬,RECOVERED_ACCEPTED_NAME,自然人,NATURAL_PERSON,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,自然人，不纳入PE/VC机构主体。,,,False,FINAL_APPROVED
ENT-035,YH_ENTITY,PTY-035,崔振南,崔振南,RECOVERED_ACCEPTED_NAME,自然人,NATURAL_PERSON,CONFIRMED,EXCLUDED,PEVC_EXCLUDED,自然人，不纳入PE/VC机构主体。,,,False,FINAL_APPROVED
ENT-036,YH_ENTITY,PTY-036,湘裕君源,萍乡市湘裕君源企业管理中心（有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,UNRESOLVED,PEVC_UNRESOLVED,仅确认企业管理有限合伙及老股受让事实，不能据名称判断为PE/VC。,,,False,FINAL_APPROVED
ENT-R001,YH_ENTITY,ENT-R001,丰利财富新三板成长基金,丰利财富新三板成长基金,RECOVERED_ACCEPTED_NAME,基金,FUND,CONFIRMED,CONFIRMED,PEVC_CONFIRMED,原文明示丰利财富代表该基金投资发行人，资金来源为基金募集资金。,,,False,FINAL_APPROVED
ENT-R002,YH_ENTITY,ENT-R002,东方富海（芜湖）股权投资基金管理企业（有限合伙）,东方富海（芜湖）股权投资基金管理企业（有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,RELATED,PEVC_RELATED,原文披露其为天健创投普通合伙人；亦为富海深湾GP。GP关系默认不形成发行人权益路径。,,,False,FINAL_APPROVED
ENT-R003,YH_ENTITY,ENT-R003,厦门蜜呆资产管理合伙企业（有限合伙）,厦门蜜呆资产管理合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,RELATED,PEVC_RELATED,原文披露其为天健创投普通合伙人及执行事务合伙人。,,,False,FINAL_APPROVED
ENT-R004,YH_ENTITY,ENT-R004,东方富海（上海）投资管理合伙企业（有限合伙）,东方富海（上海）投资管理合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,有限合伙,PARTNERSHIP,CONFIRMED,RELATED,PEVC_RELATED,招股书股东构成表披露其为东方富海GP。,,,False,FINAL_APPROVED
ENT-R005,YH_ENTITY,ENT-R005,芜湖兴安创业投资基金管理有限公司,芜湖兴安创业投资基金管理有限公司,RECOVERED_ACCEPTED_NAME,公司,COMPANY,CONFIRMED,RELATED,PEVC_RELATED,招股书股东构成表披露其为芜湖富海GP。,,,False,FINAL_APPROVED
ENT-R006,YH_ENTITY,ENT-R006,深圳市东方富海创业投资管理有限公司,深圳市东方富海创业投资管理有限公司,RECOVERED_ACCEPTED_NAME,公司,COMPANY,CONFIRMED,RELATED,PEVC_RELATED,招股书股东构成表披露其为南山富海GP。,,,False,FINAL_APPROVED
ENT-R007,YH_ENTITY,ENT-R007,中国科技产业投资管理有限公司,中国科技产业投资管理有限公司,RECOVERED_ACCEPTED_NAME,公司,COMPANY,CONFIRMED,RELATED,PEVC_RELATED,招股书股东构成表披露其为中科贵银GP。,,,False,FINAL_APPROVED
ENT-R008,YH_ENTITY,ENT-R008,深圳市富海中小企业发展基金股权投资管理有限公司,深圳市富海中小企业发展基金股权投资管理有限公司,RECOVERED_ACCEPTED_NAME,公司,COMPANY,CONFIRMED,RELATED,PEVC_RELATED,招股书股东构成表披露其为中小企业基金GP。,,,False,FINAL_APPROVED
STD-301606-ISSUER,STANDARD,STD-301606-ISSUER,深圳市绿联科技股份有限公司,深圳市绿联科技股份有限公司,RECOVERED_ACCEPTED_NAME,COMPANY,COMPANY,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,发行人主体，不属于外部投资者。,STD-301606-ISSUER,,False,FINAL_APPROVED
STD-301606-ZQS,STANDARD,STD-301606-ZQS,张清森,张清森,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,创始自然人股东。,STD-301606-ZQS,,False,FINAL_APPROVED
STD-301606-CJL,STANDARD,STD-301606-CJL,陈俊灵,陈俊灵,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,创始自然人股东。,STD-301606-CJL,,False,FINAL_APPROVED
STD-301606-LVLIANZIXUN,STANDARD,STD-301606-LVLIANZIXUN,深圳市绿联咨询管理合伙企业（有限合伙）,深圳市绿联咨询管理合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,EMPLOYEE_PLATFORM,EMPLOYEE_PLATFORM,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,招股书明确为员工持股平台。,STD-301606-LVLIANZIXUN,,False,FINAL_APPROVED
STD-301606-LVLIANHESHUN,STANDARD,STD-301606-LVLIANHESHUN,深圳市绿联和顺管理咨询合伙企业（有限合伙）,深圳市绿联和顺管理咨询合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,EMPLOYEE_PLATFORM,EMPLOYEE_PLATFORM,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,招股书明确为员工持股平台。,STD-301606-LVLIANHESHUN,,False,FINAL_APPROVED
STD-301606-HS2,STANDARD,STD-301606-HS2,深圳市绿联和顺二号管理咨询合伙企业（有限合伙）,深圳市绿联和顺二号管理咨询合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,EMPLOYEE_PLATFORM,EMPLOYEE_PLATFORM,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,招股书明确为员工持股平台。,STD-301606-HS2,,False,FINAL_APPROVED
STD-301606-HS3,STANDARD,STD-301606-HS3,深圳市绿联和顺三号管理咨询合伙企业（有限合伙）,深圳市绿联和顺三号管理咨询合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,EMPLOYEE_PLATFORM,EMPLOYEE_PLATFORM,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,招股书明确为员工持股平台。,STD-301606-HS3,,False,FINAL_APPROVED
STD-301606-HS4,STANDARD,STD-301606-HS4,深圳市绿联和顺四号管理咨询合伙企业（有限合伙）,深圳市绿联和顺四号管理咨询合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,EMPLOYEE_PLATFORM,EMPLOYEE_PLATFORM,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,招股书明确为员工持股平台。,STD-301606-HS4,,False,FINAL_APPROVED
STD-301606-GAOLING,STANDARD,STD-301606-GAOLING,珠海高瓴锡恒股权投资合伙企业（有限合伙）,珠海高瓴锡恒股权投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,PARTNERSHIP,PARTNERSHIP,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书明示为知名投资机构，主体为股权投资合伙企业，底层合伙人包含已备案私募基金。,STD-301606-GAOLING,,False,FINAL_APPROVED
STD-301606-SHENZHENSHIHENG,STANDARD,STD-301606-SHENZHENSHIHENG,深圳世横投资有限公司,深圳世横投资有限公司,RECOVERED_ACCEPTED_NAME,COMPANY,COMPANY,CONFIRMED,PEVC_CANDIDATE,PEVC_CANDIDATE,经营范围含创业投资，但招股书未明示其为私募基金或管理人，保守列候选。,STD-301606-SHENZHENSHIHENG,,False,FINAL_APPROVED
STD-301606-YUANDA,STANDARD,STD-301606-YUANDA,广东远大方略管理咨询有限公司,广东远大方略管理咨询有限公司,RECOVERED_ACCEPTED_NAME,COMPANY,COMPANY,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,主营管理咨询，招股书未提供PE/VC身份依据。,STD-301606-YUANDA,,False,FINAL_APPROVED
STD-301606-JIANGUO,STANDARD,STD-301606-JIANGUO,厦门坚果核力创业投资合伙企业（有限合伙）,厦门坚果核力创业投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书明确其为已备案股权投资基金。,STD-301606-JIANGUO,,False,FINAL_APPROVED
STD-688726-ISSUER,STANDARD,STD-688726-ISSUER,拉普拉斯新能源科技股份有限公司,拉普拉斯新能源科技股份有限公司,RECOVERED_ACCEPTED_NAME,COMPANY,COMPANY,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,发行人主体。,STD-688726-ISSUER,,False,FINAL_APPROVED
STD-688726-001,STANDARD,STD-688726-001,三亚恒嘉,三亚恒嘉股权投资基金合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-001,,False,FINAL_APPROVED
STD-688726-002,STANDARD,STD-688726-002,上海淳和,上海淳和投资中心（有限合伙）,RECOVERED_ACCEPTED_NAME,PARTNERSHIP,PARTNERSHIP,CONFIRMED,PEVC_CANDIDATE,PEVC_CANDIDATE,具有投资机构名称或经营属性，但未进入本次招股书29名备案私募基金清单，保守列候选。,STD-688726-002,,True,ACCEPTED_LIMITATION
STD-688726-003,STANDARD,STD-688726-003,上饶弘信,上饶市弘信股权投资有限公司,RECOVERED_ACCEPTED_NAME,COMPANY,COMPANY,CONFIRMED,PEVC_CANDIDATE,PEVC_CANDIDATE,具有投资机构名称或经营属性，但未进入本次招股书29名备案私募基金清单，保守列候选。,STD-688726-003,,True,ACCEPTED_LIMITATION
STD-688726-004,STANDARD,STD-688726-004,上饶长鑫,上饶市长鑫壹号企业管理中心（有限合伙）,RECOVERED_ACCEPTED_NAME,PARTNERSHIP,PARTNERSHIP,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,未获得足以确认PE/VC的招股书证据。,STD-688726-004,,False,FINAL_APPROVED
STD-688726-005,STANDARD,STD-688726-005,何江涛,何江涛,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-005,,False,FINAL_APPROVED
STD-688726-006,STANDARD,STD-688726-006,傅立叶合伙,深圳市傅立叶企业管理合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,EMPLOYEE_PLATFORM,EMPLOYEE_PLATFORM,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,招股书明确为实际控制人控制的员工/持股平台。,STD-688726-006,,False,FINAL_APPROVED
STD-688726-007,STANDARD,STD-688726-007,共济合伙,深圳共济专业技术合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,EMPLOYEE_PLATFORM,EMPLOYEE_PLATFORM,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,招股书明确为实际控制人控制的员工/持股平台。,STD-688726-007,,False,FINAL_APPROVED
STD-688726-008,STANDARD,STD-688726-008,兴睿兴元,嘉兴兴睿兴元股权投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-008,,False,FINAL_APPROVED
STD-688726-009,STANDARD,STD-688726-009,冯魏,冯魏,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-009,,False,FINAL_APPROVED
STD-688726-010,STANDARD,STD-688726-010,同舟合伙,西峡县同舟企业管理合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,PARTNERSHIP,PARTNERSHIP,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,未获得足以确认PE/VC的招股书证据。,STD-688726-010,,False,FINAL_APPROVED
STD-688726-011,STANDARD,STD-688726-011,嘉兴朝佑,嘉兴朝佑股权投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-011,,False,FINAL_APPROVED
